15kmaupiedduMontSaint-Hilaire,10KM
PrideandRemembranceRun,5KM
PuertoRicoMarathonandHalfMarathon,MARATHON
QueenCityMarathon,MARATHON
QuébecITUTriathlonHiver,PATIN-MARATHON25KM
QuébecITUTriathlonHiver,TRIATHLOND'HIVER-GROUPESD'ÂGES
QuébecITUTriathlond'Hiver,GROUPESD'ÂGES
RAIDVÉLOMAG-VÉLIRIUM,30KM
RAIDVÉLOMAG-VÉLIRIUM,33KM
RAIDVÉLOMAG-VÉLIRIUM,60KM
RBCGranFondoCanadaWhistler,GRANFONDO-122KM
RaceRosterSpringRunOff,5KM
RaceRosterSpringRunOff,5KM-KILLTHEHILLCHALLENGE
RaceRosterSpringRunOff,8KM
RaceRosterSpringRunOff,8KM-KILLTHEHILLCHALLENGE
RattleMeBones,5KMFUNNYBONE
RattlemeBones5and10km,10KMWISHBONE
RattlemeBones5and10km,5KMFUNNYBONE
RattlemeBones5and10km,FUNNYBONERUN5K
RattlemeBones5and10km,WISHBONERACE10K
RendezvousauDIX30,10KM
RendezvousauDIX30,5KM
RiRaSanta5K,5KMRUN/WALK
RunWalk4PatrickFamilyFest,10KM
RunWalk4PatrickFamilyFest,HALFMARATHON
RunforReach,VITTORIATRATTORIAHALFMARATHON
RunforRetina,10KM
RunforRetina,HALFMARATHONRUN
RunforRetina,SISKINDSHALFMARATHONRUN
RunfortheGrapesHalf-marathonand5Kmrun,HALFMARATHON
RunfortheToad,25KM
Runfortheanimals,5K
RuntoendMS,HALFMARATHON
RuntoendMS,MARATHON
"RuntoendMSHalf-Marathon,5kmand10km",10KM
"RuntoendMSHalf-Marathon,5kmand10km",5KM
"RuntoendMSHalf-Marathon,5kmand10km",HALF-MARATHON
"RuntoendMSHalf-Marathon,5kmand10km",HALFMARATHON
SaskatchewanCreditUnionsQueenCityMarathon,RUNNINGROOM21.1KRUN
SaskatchewanCreditUnionsQueenCityMarathon,SASKATCHEWANCREDITUNIONS42.2KRUN
SaskatchewanMarathon,HALFMARATHON
SaskatchewanMarathon,MARATHON
SaundersSubaruVictoriaTriathlon,HALFIRON
ScotiabankBlueNoseMarathon,5KM
ScotiabankBlueNoseMarathon,GOODLIFEFITNESS10K
ScotiabankBlueNoseMarathon,GOODLIFEFITNESS10KM
ScotiabankBlueNoseMarathon,HALFMARATHON
ScotiabankBlueNoseMarathon,JOHNSON5KM
ScotiabankBlueNoseMarathon,MARATHON
ScotiabankBlueNoseMarathon,RECHARGEWITHMILKHALFMARATHON
ScotiabankBlueNoseMarathon,SCOTIABANKFULLMARATHON
ScotiabankCanadaDayRoadRaces,10K
ScotiabankCanadaDayRoadRaces,10KM
ScotiabankCanadaDayRoadRaces,5K
ScotiabankCanadaDayRoadRaces,5KM
ScotiabankTorontoWaterfrontMarathon,5KM
ScotiabankTorontoWaterfrontMarathon,HALFMARATHON
ScotiabankTorontoWaterfrontMarathon,MARATHON
ScotiabankVancouverHalfMarathon,HALFMARATHON
ScotiabankVancouverHalfMarathon&5k,HALFMARATHON
SeaWheezeHalfMarathon,HALFMARATHON
Self-TranscendenceTriathlon/Duathlon,DUATHLON
SmithFallsSpringFlingRunningThing,HALFMARATHON
SmithsFallsClassicTriathlon/Duathlon&Relay,SPRINTTRIATHLON
SouthCoastMarathon,MARATHON
SouthOttawaRaceDay,HALFMARATHON
SouthOttawaRaceDayHalfMarathon,HALFMARATHON
SportingLife10K,10KM
SportingLife10KOttawa,10KM
SportingLife10KToronto,10KM
SportingLife10k,10KM
Sports4Emilie'sRun,HALFMARATHON
Sports4Emilie’sRun,5KM
StPatricksDayRace,10KM
StPatricksDayRace,5KM
SubaruGuelphLakeIITriathlonandDuathlon,SPRINTTRIATHLON
SubaruGuelphLakeIITriathlonandDuathlon,TRYATRI
SubaruGuelphLakeISprintTriathlon&Duathlon,SPRINTDUATHLON
SubaruGuelphLakeISprintTriathlon&Duathlon,TRYATRI
SubaruGuelphLakeITriathlon&Duathlon,OLYMPICTRIATHLON
SubaruIronman70.3Victoria,INDIVIDUAL
SubaruMiltonTriathlon,SPRINTTRIATHLON
SubaruMuskokaTriathlonandDuathlon,5150TRIATHLON
SubaruPeterboroughTriathlonandDuathlon,HALFIRONTRIATHLON
SubaruVictoria'sDuathlon,DUATHLON
SurreyInternationalMusicMarathon,HALFMARATHON
SydenhamLakesideTriathlonandDuathlon,SUPERSPRINTTRIATHLON
THECOUNTYMARATHON,FULLMARATHON
THECOUNTYMARATHON,RE/MAXQUNITEHALFMARATHON
TORONTOISLANDTRIATHLON,SPRINTTRIATHLON
TORONTOWOMEN'SHALFMARATHON&5K,5KM
TORONTOWOMEN'SHALFMARATHON&5K,HALFMARATHONCHANGEDTO12.3K
TRIATHLONACADEMIESAINTE-THERESE,TRIATHLONOLYMPIQUE
TRIATHLONACADEMIESAINTE-THERESE,TRIATHLONSPRINT
TRIATHLONDUFJORD,TRIATHLONOLYMPIQUE
TamarackOttawaRaceWeekend,HTGSPORTS5K
TamarackOttawaRaceWeekend,LOWERTOWNBREWERYOTTAWA10K
TamarackOttawaRaceWeekend,OTTAWA10K
TamarackOttawaRaceWeekend,OTTAWA2K
TamarackOttawaRaceWeekend,OTTAWA5K
TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON
TamarackOttawaRaceWeekend,OTTAWAMARATHON
TamarackOttawaRaceWeekend,OTTAWAMARATHON-SHORTENEDRACE
TamarackOttawaRaceWeekend,SCOTIABANKOTTAWAHALFMARATHON
TamarackOttawaRaceWeekend,SCOTIABANKOTTAWAMARATHON
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,8KM
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,FULLMARATHON
TheCanadianMarathonHalfMarathon8Kmand3Kmruns,HALFMARATHON
TheCanadianMarathonHalfMarathon8kmand3kmRuns,THECANADIANEVENINGHALF-MARATHON
TheCountyMarathon,FULLMARATHON
TheCountyMarathon,HALFMARATHON
TheCountyMarathon,MARATHON
TheFriendlyMasseyMarathon,HALFMARATHON
TheFriendlyMasseyMarathon,MARATHON
TheNorthFaceEnduranceChallengeOntario-Trail,50K
TheNorthFaceEnduranceChallengeOntario-Trail,GORE-TEX80K
TheNorthFaceEnduranceChallengeOntario-Trail,HALFMARATHON
TheNorthFaceEnduranceChallengeOntario-Trail,MARATHON
TheNorthFaceUltra-TrailHarricanaduCanada,10KM-SAIL
TheNorthFaceUltra-TrailHarricanaduCanada,28KM-MOMENTUMTECHNOLOGIES
TheNorthFaceUltra-TrailHarricanaduCanada,65KM-VALEURSMOBILIÈRESDESJARDINS
TheNorthFaceUltra-TrailHarricanaduCanada,80KM(50MILES)
TheRunforGrapes1/2Marathon&amp;5kmRun,HALFMARATHON
ThousandIslandTriathlon/DuathlonandRelay,OLYMPICTRIATHLON
ThousandIslandTriathlon/DuathlonandRelay,SPRINTTRIATHLON
ThousandIslandTriathlon/DuathlonandRelay,SUPERSPRINTTRIATHLON
TimHortonsCasablancaClassic8&3K,8KMRUN
TimHortonsGrimsbyHalfMarathonandFamilyDay10K&3K,HALFMARATHON
Timberman70.3,INDIVIDUAL
TimbermanSprintTriathlon,TRIATHLON
TimbermanTriathlon,SPRINTTRIATHLON
TimbermanTriathlon,TIMBERMANSPRINTTRIATHLON
TorontoInternationalTenMilerand5K,10MILES
TorontoPearsonRunwayRun,5K
TorontoPearsonRunwayRun,5KM
TorontoWaterfront10,10KM
TorontoWomen's10k&5k,10KMRUN/WALK
TorontoWomen's8K/5K,8KM
TorontoWomen'sHalfMarathon&5K,HALFMARATHON
TorontoWomens10K&5K,10KM
TorontoYongeStreet10K,10KM
TorontoYongeStreet10K,10KMRUN
TorontoYongeStreet10k,10KM
ToughmanTupperLakeTinman,SPRINTTRIATHLON
ToughmanTupperLakeTinman,TINMANTRIATHLON
TourdelaBaie,21.1KM
TourdelaPointe,3KM
TourdelaPointe,5KM
TourduCapTourmente,10KMCOURSE
TourduCapTourmente,DEMI-MARATHON
TourduCapTourmenteSimard,10KM
TourduCapTourmenteSimard,21.1KM
TourduLacBrome,10KMROUTE
TourduLacBrome,1KMP'TITMARATHON
TourduLacBrome,20KMROUTE
TourduLacBrome,"22,2KMCHEMINDECAMPAGNE"
TourduLacBrome,22.2KMCHEMINDECAMPAGNE
TourduLacBrome,5KMROUTE
TourduLacBrome,9KMTRAIL
TourduLacBrome,CHALLENGEMARATHON
TourduLacBromeMerrell,10KM
TourduLacBromeMerrell,20KM
TourduLacBromeMerrell,22.2KM
TourduLacBromeMerrell,5KM
TourduLacBromeMerrell,9KM-TRAIL
TourduLacBromeMerrell,CHALLENGEMARATHON
TourduMont-Valin,12KMRAQUETTE
TourduMont-Valin,45KMCLASSIQUE
TourduMont-Valin,45KMSTYLELIBRE
TourduMontValin,20KMCLASSIQUE
TourduMontValin,45KMCLASSIQUE
TourduMontValin,45KMSTYLELIBRE
TourduMontValinSki,20KMCLASSIQUE
TourduMontValinSki,20KMSTYLELIBRE
TourduMontValinSki,38KMSTYLELIBRE
TrailCLB,20KM
TrailduCoureurdesBoisdeDuchesnay,GRANDTRAIL
TrailducoureurdesboisdeDuchesnay,GRANDTRAIL-18KM
TrailducoureurdesboisdeDuchesnay,PETITTRAILOASIS-8KM
Triathlon-DuathlonTrois-Rivieres,DUATHLONSPRINT
Triathlon-DuathlonTrois-Rivieres,TRIATHLONSPRINT
Triathlon/DuathlonMont-Tremblant,DUATHLONOLYMPIQUE
Triathlon/DuathlonMont-Tremblant,DUATHLONSPRINT
Triathlon/DuathlonMont-Tremblant,IRONMAN5150-TRIATHLONOLYMPIQUE
Triathlon/DuathlonMont-Tremblant,TRIATHLONOLYMPIQUE
Triathlon/DuathlonMont-Tremblant,TRIATHLONSPRINT
Triathlon/DuathlonTrois-Rivieres,TRIATHLONSPRINT
TriathlonAcademieSte-Therese/VilledeBlainville,SPRINT
TriathlonAcademieSte-Therese/VilledeBlainville,TRIATHLON-SPRINT
TriathlonAcademieSte-Therese/VilledeBlainville,TRIATHLONINITIATION
TriathlonAcademieSte-Therese/VilledeBlainville,TRIATHLONINITIATION-10-99ANS
TriathlonAcademieSte-Therese/VilledeBlainville,TRIATHLONSPRINT
TriathlonChallengeAntoine-ManseauJoliette,TRIATHLONSPRINTAGCOUPEDUQUÉBEC
TriathlonChallengeAntoine-ManseauJoliette,TRIATHLONSPRINTAGOUVERT
TriathlonChallengeAntoine-ManseauJoliette,TRIATHLONSPRINTÉLITES
TriathlonCharlevoix,DUATHLONOLYMPIQUE
TriathlonCharlevoix,DUATHLONOLYMPIQUEINDIVIDUEL
TriathlonCharlevoix,DUATHLONSPRINT
TriathlonCharlevoix,MINITRIATHLON
TriathlonCharlevoix,TRIATHLONOLYMPIQUE
TriathlonCharlevoix,TRIATHLONOLYMPIQUEINDIVIDUEL
TriathlonCharlevoix,TRIATHLONSPRINT
TriathlonDrummondville,DUATHLON
TriathlonDrummondville,TRIATHLONOLYMPIQUE
TriathlonDrummondville,TRIATHLONSPRINT
TriathlonDuathlond'Oka,DUATHLON
TriathlonDuathlond'Oka,TRIAHTLON
TriathlonDuathlond'Oka,TRIATHLON
TriathlonDuchesnay,DUATHLONOLYMPIQUE
TriathlonDuchesnay,TRIATHLONOLYMPIQUE
TriathlonEspritdeMontreal,DEMI-ESPRIT
TriathlonEspritdeMontreal,DEMIESPRIT
TriathlonEspritdeMontreal,DUATHLONOLYMPIQUE
TriathlonEspritdeMontreal,DUATHLONSPRINT
TriathlonEspritdeMontreal,DUATHLONSPRINTAVECSILLONNAGE
TriathlonEspritdeMontreal,DUATHLONSPRINTSANSSILLONNAGE
TriathlonEspritdeMontreal,ESPRIT
TriathlonEspritdeMontreal,TRIATHLONASSOCIATIONPULMONAIRE
TriathlonEspritdeMontreal,TRIATHLONDEMI-ESPRIT
TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE
TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE-WETSUIT
TriathlonEspritdeMontreal,TRIATHLONSPRINT
TriathlonFBLDrummondville,DUATHLON
TriathlonFBLDrummondville,DUATHLON-COUPEDUQUEBEC
TriathlonFBLDrummondville,DUATHLONINDIVIDUEL
TriathlonFBLDrummondville,MINITRIATHLON
TriathlonFBLDrummondville,TRIATHLONOLYMPIQUE
TriathlonFBLDrummondville,TRIATHLONOLYMPIQUE-COUPEQUÉBEC
TriathlonFBLDrummondville,TRIATHLONOLYMPIQUE-OUVERT
TriathlonFBLDrummondville,TRIATHLONSPRINT
TriathlonInternationaldeMontreal,DÉFICORPORATIFBCF
TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUE
TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUE-CHAMPIONNATPROVINCIAL
TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUEQUALIFICATIONMONDIAUX2017
TriathlonInternationaldeMontreal,TRIATHLONSPRINT-SANSSILLONNAGE
TriathlonInternationaldeMontreal,TRIATHLONSPRINT-SILLONNAGE
TriathlonLac-Beauport,TRIATHLONSPRINT
TriathlonLacBeauport,DUATHLON
TriathlonLacBeauport,TRIATHLON
TriathlonNeptunedeSainte-ADELE,TRIATHLONSPRINT
TriathlonO2deSherbrooke,TRIATHLONO2
TriathlonO2deSherbrooke,TRIATHLONOLYMPIQUE
TriathlonPromutuelduFjord,DUATHLONOLYMPIQUE
TriathlonPromutuelduFjord,DUATHLONSPRINT
TriathlonPromutuelduFjord,TRIATHLONOLYMPIQUE
TriathlonPromutuelduFjord,TRIATHLONSPRINT
TriathlonRivières-des-Prairies,TRIATHLONSPRINT
TriathlonSaint-Donat,TRIATHLONENDURANCEAVENTUREOFFSHORE
TriathlonSaint-Donat,TRIATHLONENDURANCEAVENTURESPRINT
TriathlonSaint-Lambert,DUATHLON
TriathlonSaint-Lambert,SPRINTMAN(20TOPHOMMESET20TOPFEMMES)
TriathlonSaint-Lambert,TRIATHLONSPRINT
TriathlonSaint-Lambert,TRY-A-TRI(TRIATHLONINITIATION)
TriathlonSaintLambert,5K
TriathlonSaintLambert,DUATHLONSPRINT
TriathlonSaintLambert,SUPERSPRINTTRIATHLON
TriathlonSaintLambert,TRIATHLONSPRINT
TriathlonSainte-Adele,TRIATHLONSPRINT
TriathlonSt-Lambert,DUATHLON
TriathlonSt-Lambert,TRIATHLONINITIATION
TriathlonSt-Lambert,TRIATHLONSPRINT
TriathlonSte-Agathe,1KMNATATION
TriathlonSte-Agathe,DUATHLON
TriathlonSte-Agathe,DUATHLONSPRINT
TriathlonSte-Agathe,NAGE2KM
TriathlonSte-Agathe,NAGE5KM
TriathlonSte-Agathe,SPRINTDUATHLON
TriathlonSte-Agathe,SPRINTTRIATHLON
TriathlonSte-Agathe,TRAVERSEELACDESSABLES-5KM
TriathlonSte-Agathe,TRIATHLON
TriathlonSte-Agathe,TRIATHLONSPRINT
TriathlonTerrebonne,DUATHLON
TriathlonTerrebonne,SPRINTTRIATHLON
TriathlonTerrebonne,TRIATHLONSPRINT
TriathlonTrimemphredeMagog,DEMI-MARATHONDUCREPUSCULE-10KM
TriathlonTrimemphredeMagog,DEMI-MARATHONDUCREPUSCULE-21KM(19.5KM)
TriathlonTrimemphredeMagog,DUATHLONOLYMPIQUE
TriathlonTrimemphredeMagog,MINITRIATHLON
TriathlonTrimemphredeMagog,NAGEVELOINITIATION
TriathlonTrimemphredeMagog,TRIATHLONDEMIIRONMAN
TriathlonTrimemphredeMagog,TRIATHLONINITIATION
TriathlonTrimemphredeMagog,TRIATHLONLONGUEDISTANCE
TriathlonTrimemphredeMagog,TRIATHLONOLYMPIQUE
TriathlonTrimemphredeMagog,TRIATHLONSPRINT
TriathlonValD'Or,DUATHLONSPRINT
TriathlonValD'Or,TRIATHLONSPRINT
TriathlonValleyfield,DUATHLONOLYMPIQUE
TriathlonValleyfield,DUATHLONSPRINT
TriathlonValleyfield,TRIATHLOND3COUVERTE
TriathlonValleyfield,TRIATHLONOLYMPIQUE
TriathlonValleyfield,TRIATHLONSPRINT
TriathlonVerdun,DUATHLON
TriathlonVerdun,DUATHLONSPRINT
TriathlonVerdun,MINITRIATHLON
TriathlonVerdun,TRIATHLONSPRINT
TriathlonVictoriaville,COURSE5KM
TriathlonVictoriaville,DUATHLONSPRINT
TriathlonVictoriaville,TRIATHLONOLYMPIQUE
TriathlonVictoriaville,TRIATHLONSPRINT
Triathlond'hiverITU,GROUPESD'AGES
Triathlond'hiverSaint-Donat,10KM
Triathlond'hiverSaint-Donat,TRIATHLONFORMATCLASSIQUE
Triathlond'hiverSaint-Donat,TRIATHLONFORMATITU
TriathlondeCharlevoix,DUATHLONOLYMPIQUE
TriathlondeCharlevoix,TRIATHLONOLYMPIQUE
TriathlondeCharlevoix,TRIATHLONSPRINT
TriathlondeGatineau,5KM
TriathlondeGatineau,AGDUATHLONSPRINT
TriathlondeGatineau,AGETCFTRIATHLONSPRINT
TriathlondeGatineau,AGSPRINTDUATHLON
TriathlondeGatineau,DUATHLONOLYMPIQUE
TriathlondeGatineau,DUATHLONSPRINT
TriathlondeGatineau,QCDUATHLONOLYMPIQUE
TriathlondeGatineau,QCETCFNCTRIATHLONOLYMPIQUE
TriathlondeGatineau,TRI-NEO
TriathlondeGatineau,TRIATHLONOLYMPIQUE
TriathlondeGatineau,TRIATHLONSPRINT
TriathlondeGatineau,TRIATHLONSPRINT-COUPEDUQUÉBECETFORCESCANADIENNES
TriathlondeGatineau,TRIATHLONSPRINTOUVERT
TriathlondeJoliette,COUPEDUQUEBECDUATHLONSPRINT
TriathlondeJoliette,COUPEDUQUEBECTRIATHLONSPRINTELITE
TriathlondeJoliette,COUPEDUQUEBECTRIATHLONSPRINTRIVIERE
TriathlondeJoliette,SPRINTTRIATHLON
TriathlondeQuebec,TRIATHLONSPRINT
TriathlondeQuébec,TRIATHLONSPRINT
TriathlondeSaguenay,DUATHLONOLYMPIQUE
TriathlondeSaguenay,DUATHLONSPRINT
TriathlondeSaguenay,TRIATHLONOLYMPIQUE
TriathlondeSaguenay,TRIATHLONSPRINT
TriathlondeTerrebonne,DUATHLONSPRINT
TriathlondeTerrebonne,TRIATHLONSPRINT
TriathlondeVald'Or,TRIATHLONOLYMPIQUE
TriathlondeValleyfield,COURE10KM
TriathlondeValleyfield,COURSE10KM
TriathlondeValleyfield,COURSEAPIED-10KM
TriathlondeValleyfield,DUATHLONOLYMPIQUE
TriathlondeValleyfield,DUATHLONSPRINT
TriathlondeValleyfield,TRIATHLONINITIATION
TriathlondeValleyfield,TRIATHLONOLYMPIQUE
TriathlondeValleyfield,TRIATHLONSPRINT
TriathlondeVerdun,DEFISUPERSPRINT
TriathlondeVerdun,DUATHLONSPRINT
TriathlondeVerdun,DUATHLONSPRINTCHAMPIONNATPROVINCIAL
TriathlondeVerdun,TRIATHLONINITIATION
TriathlondeVerdun,TRIATHLONSPRINT
TriathlondeVerdun,TRIATHLONSPRINT-COUPEDUQUÉBEC
TriathlondeVerdun,TRIATHLONSPRINT-GRANDPRIX
TriathlondeVerdun,TRIATHLONSPRINT-GRANDPRIXCHAMPIONNATPROVINCIAL
TriathlondeVerdun,TRIATHLONSPRINT-OUVERT
TriathlonduFjord,DUATHLONOLYMPIQUE
TriathlonduFjord,TRIATHLONOLYMPIQUE
TriathlonduLac-Delage,DUATHLONSPRINT
TriathlonduLac-Delage,TRIATHLONSPRINT
TrimemphréMagog,TRIATHLON1/2LONGUEDISTANCE
TrimemphréMagog,TRIATHLONDEMILONGUEDISTANCECHAMPIONNATPROVINCIAL
TrimemphréMagog,TRIATHLONOLYMPIQUE
TrimemphréMagog,TRIATHLONSPRINT
TupperLakeTinmanTriathlon,SPRINTTRIATHLON
TupperLakeTinmanTriathlon,TINMANTRIATHLON
Ultra-TrailHarricanadeCharlevoix,10KM
Ultra-TrailHarricanadeCharlevoix,28KM
Ultra-TrailHarricanadeCharlevoix,65KM
Ultra-TrailHarricanaduCanada(UTHC),125KM
Ultra-TrailHarricanaduCanada(UTHC),28KM
Ultra-TrailHarricanaduCanada(UTHC),65KM
Ultra-TrailHarricanaduCanada(UTHC),UTHC10
Ultra-TrailHarricanaduCanada(UTHC),UTHC125
Ultra-TrailHarricanaduCanada(UTHC),UTHC28
Ultra-TrailHarricanaduCanada(UTHC),UTHC65
Ultra-TrailHarricanaduCanada(UTHC),UTHC80
Unpasversl'espoir,10KM
Unpasversl'espoir,5KM
VancouverSunRun,10KM
VertLeRaid-XTERRAQuebec,TRAILRUN10KM
VertLeRaid-XTERRAQuebec,XTERRALONG
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,10KM
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,10KMOCEAN
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,23.5KMTHENORTHFACE
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,23KM
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,23KMTRAVERSEL'ISLE-AUX-COUDRESSAINT-JOSEPH-DE-LA-RIVE
VertleRaid-Demi-Marathondel'Isle-aux-Coudres,5KM
VertleRaid-LeSentierUrbain,10KM
VertleRaid-LeSentierUrbain,5KM
VertleRaid-QuebecMegaTrail,10KM
VertleRaid-QuebecMegaTrail,10KMMICROBRASSERIEDESBEAUXPRES
VertleRaid-QuebecMegaTrail,25KM
VertleRaid-QuebecMegaTrail,25KMSKYRACE®
VertleRaid-QuebecMegaTrail,42KMSOLO
VertleRaid-QuebecMegaTrail,5KM
VertleRaid-QuebecMegaTrail,6KM
VertleRaid-QuébecMégaTrail,10KMMICROBRASSERIEDESBEAUXPRÉS
VertleRaid-QuébecMégaTrail,25KM
VertleRaid-QuébecMégaTrail,25KMLAVIESPORTIVE
VertleRaid-QuébecMégaTrail,48KMSKYRACE
VertleRaid-QuébecMégaTrail,50KM
VertleRaid-QuébecMégaTrail,6KMCHÂTEAUMONT-SAINTE-ANNE
VertleRaid-RaidBras-du-Nord,47KM
VertleRaid-TRAILLaCliniqueDuCoureur,10KM
VertleRaid-TRAILLaCliniqueDuCoureur,30KM
VertleRaid-TRAILLaCliniqueDuCoureur,5KM
VertleRaid-TraildelaNuitPolaire,10KM
VertleRaid-TraildelaNuitPolaire,15KM
VertleRaid-TraildelaNuitpolaire,4.5KM
VertleRaid-TraildelaNuitpolaire,9KM
VertleRaid-XCdelaVallee,10KM
VertleRaid-XCdelaVallee,10KMDENUIT
VertleRaid-XCdelaVallee,10KMDENUITVIZIBL
VertleRaid-XCdelaVallee,21KM
VertleRaid-XCdelaVallee,35KM
VertleRaid-XCdelaVallee,TRANS-EXPRESS
VertleRaid-XCdelaVallee,TRANS-VALLEE
VertleRaid-XCdelaVallee,TRANSEXPRESS
VertleRaid-XCdelaVallee,TRANSVALLEE
WakefieldCoveredBridgeRun,10KM
WakefieldCoveredBridgeRun,10KMRUN/WALK
WakefieldCoveredBridgeRun,20KMTRAILRUN
WakefieldCoveredBridgeRun,21.1KMTRAILRUN
WakefieldCoveredBridgeRun,21KMTRAILRUN
WakefieldMoonlightRiverRun,10K
WakefieldMoonlightRiverRun,10KM
WakefieldMoonlightRiverRun,5K
WakefieldMoonlightRiverRun,5KMRUN/WALK
WasagaBeachTriathlon,SPRINTTRIATHLON
WellingtonWomen'sHalfMarathonandHalfaHalf,HALFMARATHON
WellnessChallenge,5KM
WinterludeTriathlon,WINTERLUDETRIATHLON
WinterludeTriathlonBaldeNeige,TRIATHLON
WintermanMarathonandMarathonRelays,10K(HALFMARATHONERS)
WintermanMarathonandMarathonRelays,10K(MARATHONERS)
WintermanMarathonandMarathonRelays,10KM
WintermanMarathonandMarathonRelays,HALFMARATHON
WintermanMarathonandMarathonRelays,MARATHON
YMCAHalfMarathon,HALF-MARATHON
YMCAofPeterboroughHalf-marathonand5km,HALFMARATHON
triathlonduSaguenay,TRIATHLONOLYMPIQUE
triathlonduSaguenay,TRIATHLONSPRINT
ÀVOTRERYTHME!,10KM
ÀVOTRERYTHME!,15KM
ÀVOTRERYTHME!,5KM
